,date,geocode,cities
1227,2020/04/17,2412500,São Miguel/RN
1228,2020/04/17,3164704,São Sebastião do Paraíso/MG
1229,2020/04/17,2613800,São Vicente Férrer/PE
1230,2020/04/17,2414407,Touros/RN
1231,2020/04/17,2112308,Tuntum/MA
1232,2020/04/17,2313559,Tururu/CE
1233,2020/04/17,2932903,Valença/BA
1234,2020/04/17,2112704,Vargem Grande/MA
1235,2020/04/17,2616209,Vertentes/PE
1236,2020/04/18,2300150,Acarape/CE
1237,2020/04/18,2100204,Alcântara/MA
1238,2020/04/18,4100608,Alto Paraná/PR
1239,2020/04/18,1100403,Alto Paraíso/RO
1240,2020/04/18,2400703,Alto do Rodrigues/RN
1241,2020/04/18,3502200,Angatuba/SP
1242,2020/04/18,2200608,Angical do Piauí/PI
1243,2020/04/18,3502507,Aparecida/SP
1244,2020/04/18,2700300,Arapiraca/AL
1245,2020/04/18,2101004,Arari/MA
1246,2020/04/18,3504305,Avaí/SP
1247,2020/04/18,2401453,Baraúna/RN
1248,2020/04/18,5101803,Barra do Garças/MT
1249,2020/04/18,2401602,Bento Fernandes/RN
1250,2020/04/18,2602308,Bonito/PE
1251,2020/04/18,3509908,Cananéia/SP
1252,2020/04/18,2907301,Castro Alves/BA
1253,2020/04/18,4204004,Catanduvas/SC
1254,2020/04/18,2504702,Congo/PB
1255,2020/04/18,2908903,Coração de Maria/BA
1256,2020/04/18,2304004,Coreaú/CE
1257,2020/04/18,2103703,Cururupu/MA
1258,2020/04/18,4107207,Dois Vizinhos/PR
1259,2020/04/18,3124203,Espera Feliz/MG
1260,2020/04/18,2304905,Groaíras/CE
1261,2020/04/18,2911709,Guanambi/BA
1262,2020/04/18,4309951,Ibirapuitã/RS
1263,2020/04/18,3520301,Iguape/SP
1264,2020/04/18,4110078,Imbaú/PR
1265,2020/04/18,2802809,Indiaroba/SE
1266,2020/04/18,5104526,Ipiranga do Norte/MT
1267,2020/04/18,2803203,Itaporanga d'Ajuda/SE
1268,2020/04/18,4111902,Jaguapitã/PR
1269,2020/04/18,2307007,Jaguaruana/CE
1270,2020/04/18,2105658,Junco do Maranhão/MA
1271,2020/04/18,3526001,Junqueirópolis/SP
1272,2020/04/18,5005202,Ladário/MS
1273,2020/04/18,2106508,Matinha/MA
1274,2020/04/18,2921450,Mirante/BA
1275,2020/04/18,5105622,Mirassol d'Oeste/MT
1276,2020/04/18,4116208,Morretes/PR
1277,2020/04/18,3144508,Nazareno/MG
1278,2020/04/18,4117107,Nova Londrina/PR
1279,2020/04/18,5006275,Paraíso das Águas/MS
1280,2020/04/18,3537800,Piedade/SP
1281,2020/04/18,3303955,Pinheiral/RJ
1282,2020/04/18,3540408,Populina/SP
1283,2020/04/18,2512507,Queimadas/PB
1284,2020/04/18,2208874,Ribeira do Piauí/PI
1285,2020/04/18,2109601,Rosário/MA
1286,2020/04/18,4123709,Santa Isabel do Ivaí/PR
1287,2020/04/18,1303601,Santa Isabel do Rio Negro/AM
1288,2020/04/18,3160702,Santos Dumont/MG
1289,2020/04/18,5007802,Selvíria/MS
1290,2020/04/18,3551504,Serrana/SP
1291,2020/04/18,4320800,Soledade/RS
1292,2020/04/18,2708709,São Miguel dos Milagres/AL
1293,2020/04/18,2412807,São Rafael/RN
1294,2020/04/18,3553807,Taquarituba/SP
1295,2020/04/18,3553906,Tarabai/SP
1296,2020/04/18,3169406,Três Pontas/MG
1297,2020/04/18,2211100,União/PI
1298,2020/04/18,2709400,Viçosa/AL
1299,2020/04/19,2600609,Alagoinha/PE
1300,2020/04/19,2300507,Alcântaras/CE
1301,2020/04/19,2600807,Altinho/PE
1302,2020/04/19,4100905,Amaporã/PR
1303,2020/04/19,2100709,Anajatuba/MA
1304,2020/04/19,3200508,Apiacá/ES
1305,2020/04/19,2301307,Araripe/CE
1306,2020/04/19,3104106,Arceburgo/MG
1307,2020/04/19,4301008,Arroio do Meio/RS
1308,2020/04/19,2301851,Banabuiú/CE
1309,2020/04/19,2903300,Barro Preto/BA
1310,2020/04/19,2603207,Caetés/PE
1311,2020/04/19,1300904,Canutama/AM
1312,2020/04/19,4304705,Carazinho/RS
1313,2020/04/19,3113701,Carlos Chagas/MG
1314,2020/04/19,4106704,Cruzeiro do Sul/PR
1315,2020/04/19,2605103,Custódia/PE
1316,2020/04/19,2802106,Estância/SE
1317,2020/04/19,2203909,Floriano/PI
1318,2020/04/19,2305209,Hidrolândia/CE
1319,2020/04/19,2703007,Ibateguara/AL
1320,2020/04/19,2305332,Ibicuitinga/CE
1321,2020/04/19,2404606,Ielmo Marinho/RN
1322,2020/04/19,3519907,Iepê/SP
1323,2020/04/19,1503200,Igarapé-Açu/PA
1324,2020/04/19,5210000,Inhumas/GO
1325,2020/04/19,3133303,Itaobim/MG
1326,2020/04/19,4112405,Japurá/PR
1327,2020/04/19,2307106,Jardim/CE
1328,2020/04/19,2608057,Jatobá/PE
1329,2020/04/19,2608305,Jupi/PE
1330,2020/04/19,1302207,Juruá/AM
1331,2020/04/19,3137601,Lagoa Santa/MG
1332,2020/04/19,2205565,Lagoa do Barro do Piauí/PI
1333,2020/04/19,2406809,Lajes Pintadas/RN
1334,2020/04/19,2308302,Milagres/CE
1335,2020/04/19,2705507,Murici/AL
1336,2020/04/19,4312658,Não-Me-Toque/RS
1337,2020/04/19,4212007,Palma Sola/SC
1338,2020/04/19,4118105,Paranacity/PR
1339,2020/04/19,2610806,Pedra/PE
1340,2020/04/19,2207900,Pedro II/PI
1341,2020/04/19,2310803,Pereiro/CE
1342,2020/04/19,3538808,Piraju/SP
1343,2020/04/19,3204203,Piúma/ES
1344,2020/04/19,4119707,Planaltina do Paraná/PR
1345,2020/04/19,2311231,Potiretama/CE
1346,2020/04/19,2611200,Poção/PE
1347,2020/04/19,2926608,Ribeira do Pombal/BA
1348,2020/04/19,1506302,Salvaterra/PA
1349,2020/04/19,1506401,Santa Cruz do Arari/PA
1350,2020/04/19,4124053,Santa Terezinha de Itaipu/PR
1351,2020/04/19,1200450,Senador Guiomard/AC
1352,2020/04/19,2614204,Sirinhaém/PE
1353,2020/04/19,3167707,Sobrália/MG
1354,2020/04/19,4126702,Tamboara/PR
1355,2020/04/19,3553708,Taquaritinga/SP
1356,2020/04/19,2615805,Tupanatinga/PE
1357,2020/04/19,2313906,Uruoca/CE
1358,2020/04/19,3170909,Varzelândia/MG
1359,2020/04/19,3171204,Vespasiano/MG
1360,2020/04/19,2314102,Viçosa do Ceará/CE
1361,2020/04/19,3171303,Viçosa/MG
1362,2020/04/19,4219705,Xaxim/SC
1363,2020/04/20,1500909,Augusto Corrêa/PA
1364,2020/04/20,1300300,Autazes/AM
1365,2020/04/20,2101400,Balsas/MA
1366,2020/04/20,5001904,Bataguassu/MS
1367,2020/04/20,2201739,Betânia do Piauí/PI
1368,2020/04/20,1501808,Breves/PA
1369,2020/04/20,1502608,Colares/PA
1370,2020/04/20,2202752,Colônia do Gurguéia/PI
1371,2020/04/20,3120904,Curvelo/MG
1372,2020/04/20,3514908,Elias Fausto/SP
1373,2020/04/20,2605509,Ferreiros/PE
1374,2020/04/20,3518909,Guzolândia/SP
1375,2020/04/20,4109807,Ibiporã/PR
1376,2020/04/20,2914000,Ipirá/BA
1377,2020/04/20,4207809,Irani/SC
1378,2020/04/20,2914653,Itabela/BA
1379,2020/04/20,2914703,Itaberaba/BA
1380,2020/04/20,2915700,Itamari/BA
1381,2020/04/20,2607703,Itapetim/PE
1382,2020/04/20,2205102,Itaueira/PI
1383,2020/04/20,4111803,Jacarezinho/PR
1384,2020/04/20,2306702,Jaguaretama/CE
1385,2020/04/20,2206209,Miguel Alves/PI
1386,2020/04/20,3529708,Miguelópolis/SP
1387,2020/04/20,2106672,Milagres do Maranhão/MA
1388,2020/04/20,3530102,Mirandópolis/SP
1389,2020/04/20,2921609,Morpará/BA
1390,2020/04/20,2921906,Mucugê/BA
1391,2020/04/20,1504059,Mãe do Rio/PA
1392,2020/04/20,1505304,Oriximiná/PA
1393,2020/04/20,1505403,Ourém/PA
1394,2020/04/20,2310704,Pentecoste/CE
1395,2020/04/20,2706901,Pilar/AL
1396,2020/04/20,4119251,Pinhal de São Bento/PR
1397,2020/04/20,5217609,Planaltina/GO
1398,2020/04/20,3152303,Porto Firme/MG
1399,2020/04/20,2805604,Porto da Folha/SE
1400,2020/04/20,3542008,Quintana/SP
1401,2020/04/20,1506500,Santa Izabel do Pará/PA
1402,2020/04/20,3304706,Santo Antônio de Pádua/RJ
1403,2020/04/20,3162955,São José da Lapa/MG
1404,2020/04/20,1507961,Terra Alta/PA
1405,2020/04/20,2615904,Tuparetama/PE
1406,2020/04/20,2616308,Vicência/PE
1407,2020/04/20,5105507,Vila Bela da Santíssima Trindade/MT
1408,2020/04/20,2113009,Vitorino Freire/MA
1409,2020/04/20,1508407,Xinguara/PA
1410,2020/04/21,3200201,Alegre/ES
1411,2020/04/21,2400505,Alexandria/RN
1412,2020/04/21,2301505,Arneiroz/CE
1413,2020/04/21,2301901,Barbalha/CE
1414,2020/04/21,1300631,Beruri/AM
1415,2020/04/21,2503704,Cajazeiras/PB
1416,2020/04/21,3510302,Capela do Alto/SP
1417,2020/04/21,2701704,Capela/AL
1418,2020/04/21,1400233,Caroebe/RR
1419,2020/04/21,3557204,Chavantes/SP
1420,2020/04/21,2504603,Conde/PB
1421,2020/04/21,2909505,Cravolândia/BA
1422,2020/04/21,2504900,Cruz do Espírito Santo/PB
1423,2020/04/21,3201902,Domingos Martins/ES
1424,2020/04/21,3124401,Espírito Santo do Dourado/MG
1425,2020/04/21,3202306,Guaçuí/ES
1426,2020/04/21,2607000,Inajá/PE
1427,2020/04/21,1503408,Inhangapi/PA
1428,2020/04/21,3202652,Irupi/ES
1429,2020/04/21,2506905,Itabaiana/PB
1430,2020/04/21,2607653,Itambé/PE
1431,2020/04/21,2608008,Jataúba/PE
1432,2020/04/21,4114203,Mandaguari/PR
1433,2020/04/21,2704807,Maribondo/AL
1434,2020/04/21,3140209,Maripá de Minas/MG
1435,2020/04/21,3532405,Nazaré Paulista/SP
1436,2020/04/21,2206720,Nazária/PI
1437,2020/04/21,2309458,Ocara/CE
1438,2020/04/21,1505486,Pacajá/PA
1439,2020/04/21,2924009,Paulo Afonso/BA
1440,2020/04/21,1100189,Pimenta Bueno/RO
1441,2020/04/21,2109205,Presidente Juscelino/MA
1442,2020/04/21,3541703,Quatá/SP
1443,2020/04/21,4316402,Rosário do Sul/RS
1444,2020/04/21,1506609,Santa Maria do Pará/PA
1445,2020/04/21,2312502,São João do Jaguaribe/CE
1446,2020/04/21,3549953,São Lourenço da Serra/SP
1447,2020/04/21,1507706,São Sebastião da Boa Vista/PA
1448,2020/04/21,2614600,Tabira/PE
1449,2020/04/21,1507953,Tailândia/PA
1450,2020/04/21,1508035,Tracuateua/PA
1451,2020/04/21,4323200,Victor Graeff/RS
1452,2020/04/21,3556909,Vista Alegre do Alto/SP
1453,2020/04/21,2900405,Água Fria/BA
1454,2020/04/22,2900306,Acajutiba/BA
1455,2020/04/22,2500403,Alagoa Nova/PB
1456,2020/04/22,2300903,Apuiarés/CE
1457,2020/04/22,2301257,Ararendá/CE
1458,2020/04/22,1300409,Barcelos/AM
1459,2020/04/22,2501708,Barra de São Miguel/PB
1460,2020/04/22,1300607,Benjamin Constant/AM
1461,2020/04/22,4103057,Boa Vista da Aparecida/PR
1462,2020/04/22,3508405,Cabreúva/SP
1463,2020/04/22,4303806,Campinas do Sul/RS
1464,2020/04/22,2402105,Campo Redondo/RN
1465,2020/04/22,2402402,Carnaúba dos Dantas/RN
1466,2020/04/22,3301405,Conceição de Macabu/RJ
1467,2020/04/22,2504801,Coremas/PB
1468,2020/04/22,1502772,Curionópolis/PA
1469,2020/04/22,1502905,Curuçá/PA
1470,2020/04/22,2403756,Fernando Pedroza/RN
1471,2020/04/22,4107900,Floresta/PR
1472,2020/04/22,1503077,Garrafão do Norte/PA
1473,2020/04/22,2912103,Ibicaraí/BA
1474,2020/04/22,2305704,Ipaumirim/CE
1475,2020/04/22,2507101,Itapororoca/PB
1476,2020/04/22,2306603,Itatira/CE
1477,2020/04/22,3524204,Jaborandi/SP
1478,2020/04/22,5104807,Jaciara/MT
1479,2020/04/22,2608255,Jucati/PE
1480,2020/04/22,3137403,Lagoa Dourada/MG
1481,2020/04/22,4311791,Maratá/RS
1482,2020/04/22,1302801,Maraã/AM
1483,2020/04/22,2609501,Nazaré da Mata/PE
1484,2020/04/22,4116901,Nova Esperança/PR
1485,2020/04/22,1303106,Nova Olinda do Norte/AM
1486,2020/04/22,2609808,Orocó/PE
1487,2020/04/22,2610202,Panelas/PE
1488,2020/04/22,2108207,Pedreiras/MA
1489,2020/04/22,3150406,Piedade dos Gerais/MG
1490,2020/04/22,4121000,Querência do Norte/PR
1491,2020/04/22,2611533,Quixaba/PE
1492,2020/04/22,1506138,Redenção/PA
1493,2020/04/22,5107206,Rio Branco/MT
1494,2020/04/22,1303569,Rio Preto da Eva/AM
1495,2020/04/22,2927002,Rio Real/BA
1496,2020/04/22,2413409,Serra Negra do Norte/RN
1497,2020/04/22,2930402,Serra Preta/BA
1498,2020/04/22,1600055,Serra do Navio/AP
1499,2020/04/22,1507102,São Caetano de Odivelas/PA
1500,2020/04/22,3161106,São Francisco/MG
1501,2020/04/22,3161601,São Geraldo da Piedade/MG
1502,2020/04/22,1507508,São João do Araguaia/PA
1503,2020/04/22,2111102,São João dos Patos/MA
1504,2020/04/22,3168606,Teófilo Otoni/MG
1505,2020/04/22,2807501,Tomar do Geru/SE
1506,2020/04/22,4322004,Triunfo/RS
1507,2020/04/22,2313807,Uruburetama/CE
1508,2020/04/23,3500303,Aguaí/SP
1509,2020/04/23,1500404,Alenquer/PA
1510,2020/04/23,2900900,Almadina/BA
1511,2020/04/23,2300705,Alto Santo/CE
1512,2020/04/23,2700201,Anadia/AL
1513,2020/04/23,1500701,Anajás/PA
1514,2020/04/23,3300159,Aperibé/RJ
1515,2020/04/23,3503604,Areiópolis/SP
1516,2020/04/23,2700508,Barra de Santo Antônio/AL
1517,2020/04/23,3505609,Barrinha/SP
1518,2020/04/23,5203203,Barro Alto/GO
1519,2020/04/23,3506607,Biritiba Mirim/SP
1520,2020/04/23,3108602,Brasília de Minas/MG
1521,2020/04/23,3509254,Cajati/SP
1522,2020/04/23,2603504,Camocim de São Félix/PE
1523,2020/04/23,2905909,Campo Alegre de Lourdes/BA
1524,2020/04/23,2303402,Carnaubal/CE
1525,2020/04/23,2202604,Castelo do Piauí/PI
1526,2020/04/23,2103307,Codó/MA
1527,2020/04/23,1502756,Concórdia do Pará/PA
1528,2020/04/23,2604601,Condado/PE
1529,2020/04/23,5103353,Confresa/MT
1530,2020/04/23,2304277,Ereré/CE
1531,2020/04/23,4307054,Ernestina/RS
1532,2020/04/23,3515186,Espírito Santo do Pinhal/SP
1533,2020/04/23,2506301,Guarabira/PB
1534,2020/04/23,2306009,Iracema/CE
1535,2020/04/23,3523305,Itariri/SP
1536,2020/04/23,4208609,Jaborá/SC
1537,2020/04/23,2405801,João Câmara/RN
1538,2020/04/23,2105708,Lago da Pedra/MA
1539,2020/04/23,2919405,Licínio de Almeida/BA
1540,2020/04/23,2704203,Limoeiro de Anadia/AL
1541,2020/04/23,3527405,Lucélia/SP
1542,2020/04/23,2205805,Luzilândia/PI
1543,2020/04/23,3302452,Macuco/RJ
1544,2020/04/23,1302553,Manaquiri/AM
1545,2020/04/23,3529906,Miracatu/SP
1546,2020/04/23,2106904,Monção/MA
1547,2020/04/23,3143609,Morro da Garça/MG
1548,2020/04/23,2206704,Nazaré do Piauí/PI
1549,2020/04/23,1303007,Nhamundá/AM
1550,2020/04/23,5215231,Novo Gama/GO
1551,2020/04/23,2309805,Pacoti/CE
1552,2020/04/23,3535309,Palmital/SP
1553,2020/04/23,2706448,Paripueira/AL
1554,2020/04/23,1600154,Pedra Branca do Amapari/AP
1555,2020/04/23,3539301,Pirassununga/SP
1556,2020/04/23,3539509,Pitangueiras/SP
1557,2020/04/23,3545001,Salesópolis/SP
1558,2020/04/23,4316758,Santa Clara do Sul/RS
1559,2020/04/23,3547502,Santa Rita do Passa Quatro/SP
1560,2020/04/23,4126603,Siqueira Campos/PR
1561,2020/04/23,2313005,Solonópole/CE
1562,2020/04/23,2929354,São José da Vitória/BA
1563,2020/04/23,1507474,São João de Pirabas/PA
1564,2020/04/23,3550803,São Sebastião da Grama/SP
1565,2020/04/23,1720804,Sítio Novo do Tocantins/TO
1566,2020/04/23,2614857,Tamandaré/PE
1567,2020/04/23,3169356,Três Marias/MG
1568,2020/04/23,4322103,Tucunduva/RS
1569,2020/04/23,1101708,Urupá/RO
1570,2020/04/23,4219176,Vargem Bonita/SC
1571,2020/04/23,3306206,Vassouras/RJ
1572,2020/04/23,2616506,Xexéu/PE
1573,2020/04/23,2200202,Água Branca/PI
1574,2020/04/24,2600302,Agrestina/PE
1575,2020/04/24,2500304,Alagoa Grande/PB
1576,2020/04/24,2100477,Alto Alegre do Pindaré/MA
1577,2020/04/24,2200459,Alvorada do Gurguéia/PI
1578,2020/04/24,3101508,Além Paraíba/MG
1579,2020/04/24,1300060,Amaturá/AM
1580,2020/04/24,1500859,Anapu/PA
1581,2020/04/24,1500958,Aurora do Pará/PA
1582,2020/04/24,4202057,Balneário Barra do Sul/SC
1583,2020/04/24,3505302,Barra Bonita/SP
1584,2020/04/24,4102604,Barracão/PR
1585,2020/04/24,3106309,Belo Oriente/MG
1586,2020/04/24,3106408,Belo Vale/MG
1587,2020/04/24,2302404,Boa Viagem/CE
1588,2020/04/24,2201903,Bom Jesus/PI
1589,2020/04/24,3507407,Borborema/SP
1590,2020/04/24,2302503,Brejo Santo/CE
1591,2020/04/24,2502805,Brejo do Cruz/PB
1592,2020/04/24,1300839,Caapiranga/AM
1593,2020/04/24,2503001,Caaporã/PB
1594,2020/04/24,4303673,Campestre da Serra/RS
1595,2020/04/24,5204706,Campinorte/GO
1596,2020/04/24,2302701,Campos Sales/CE
1597,2020/04/24,2303105,Cariré/CE
1598,2020/04/24,1301308,Codajás/AM
1599,2020/04/24,3512407,Cordeirópolis/SP
1600,2020/04/24,2604700,Correntes/PE
1601,2020/04/24,2504850,Coxixola/PB
1602,2020/04/24,2909802,Cruz das Almas/BA
1603,2020/04/24,2702405,Delmiro Gouveia/AL
1604,2020/04/24,3514007,Dobrada/SP
1605,2020/04/24,2103802,Dom Pedro/MA
1606,2020/04/24,3515152,Engenheiro Coelho/SP
1607,2020/04/24,3124500,Estiva/MG
1608,2020/04/24,3515202,Estrela d'Oeste/SP
1609,2020/04/24,4308250,Floriano Peixoto/RS
1610,2020/04/24,1301605,Fonte Boa/AM
1611,2020/04/24,4109609,Guaratuba/PR
1612,2020/04/24,3517406,Guaíra/SP
1613,2020/04/24,2606606,Ibimirim/PE
1614,2020/04/24,2204659,Ilha Grande/PI
1615,2020/04/24,3131406,Ipiaçu/MG
1616,2020/04/24,2507002,Itaporanga/PB
1617,2020/04/24,1600253,Itaubal/AP
1618,2020/04/24,3523602,Itirapina/SP
1619,2020/04/24,3525201,Jarinu/SP
1620,2020/04/24,2205508,José de Freitas/PI
1621,2020/04/24,3526100,Juquiá/SP
1622,2020/04/24,2608404,Jurema/PE
1623,2020/04/24,3526605,Lavrinhas/SP
1624,2020/04/24,1504000,Limoeiro do Ajuru/PA
1625,2020/04/24,4114104,Mandaguaçu/PR
1626,2020/04/24,2205904,Manoel Emídio/PI
1627,2020/04/24,2704500,Maragogi/AL
1628,2020/04/24,2920601,Maragogipe/BA
1629,2020/04/24,3203346,Marechal Floriano/ES
1630,2020/04/24,3529203,Martinópolis/SP
1631,2020/04/24,5213103,Mineiros/GO
1632,2020/04/24,2407708,Montanhas/RN
1633,2020/04/24,4313003,Nova Bréscia/RS
1634,2020/04/24,2309201,Nova Olinda/CE
1635,2020/04/24,4313300,Nova Prata/RS
1636,2020/04/24,1505007,Nova Timboteua/PA
1637,2020/04/24,1303304,Novo Aripuanã/AM
1638,2020/04/24,1505502,Paragominas/PA
1639,2020/04/24,2511202,Pedras de Fogo/PB
1640,2020/04/24,2706802,Piaçabuçu/AL
1641,2020/04/24,1505700,Ponta de Pedras/PA
1642,2020/04/24,1505908,Porto de Moz/PA
1643,2020/04/24,4315305,Quaraí/RS
1644,2020/04/24,5107065,Querência/MT
1645,2020/04/24,2311355,Quixelô/CE
1646,2020/04/24,4316501,Salvador do Sul/RS
1647,2020/04/24,3166105,Senhora do Porto/MG
1648,2020/04/24,3551603,Serra Negra/SP
1649,2020/04/24,1304005,Silves/AM
1650,2020/04/24,2929701,Sátiro Dias/BA
1651,2020/04/24,2312304,São Benedito/CE
1652,2020/04/24,2110856,São Francisco do Brejão/MA
1653,2020/04/24,2111003,São João Batista/MA
1654,2020/04/24,2708600,São Miguel dos Campos/AL
1655,2020/04/24,3305307,São Sebastião do Alto/RJ
1656,2020/04/24,1304104,Tapauá/AM
1657,2020/04/24,1508001,Tomé-Açu/PA
1658,2020/04/24,2615607,Trindade/PE
1659,2020/04/24,3169604,Tupaciguara/MG
1660,2020/04/24,2313757,Umirim/CE
1661,2020/04/24,1508308,Viseu/PA
1662,2020/04/25,1500503,Almeirim/PA
1663,2020/04/25,2200707,Anísio de Abreu/PI
1664,2020/04/25,2501104,Areia/PB
1665,2020/04/25,4301404,Arvorezinha/RS
1666,2020/04/25,2401206,Arês/RN
1667,2020/04/25,2601805,Betânia/PE
1668,2020/04/25,3106903,Bicas/MG
1669,2020/04/25,3507100,Bom Jesus dos Perdões/SP
1670,2020/04/25,2502508,Boqueirão/PB
1671,2020/04/25,3507456,Borebi/SP
1672,2020/04/25,2603009,Cabrobó/PE
1673,2020/04/25,2905503,Caldeirão Grande/BA
1674,2020/04/25,2202307,Canto do Buriti/PI
1675,2020/04/25,2303931,Choró/CE
1676,2020/04/25,1706001,Couto Magalhães/TO
1677,2020/04/25,2304269,Deputado Irapuan Pinheiro/CE
1678,2020/04/25,4308904,Getúlio Vargas/RS
1679,2020/04/25,2104552,Governador Edison Lobão/MA
1680,2020/04/25,2404507,Guamaré/RN
1681,2020/04/25,2506400,Gurinhém/PB
1682,2020/04/25,3519055,Holambra/SP
1683,2020/04/25,2914901,Itacaré/BA
1684,2020/04/25,3521903,Itajobi/SP
1685,2020/04/25,2607802,Itaquitinga/PE
1686,2020/04/25,5211800,Jaraguá/GO
1687,2020/04/25,2918803,Laje/BA
1688,2020/04/25,2919504,Livramento de Nossa Senhora/BA
1689,2020/04/25,2307809,Marco/CE
1690,2020/04/25,2509156,Marizópolis/PB
1691,2020/04/25,3140506,Martinho Campos/MG
1692,2020/04/25,3531506,Monte Azul Paulista/SP
1693,2020/04/25,2308708,Morada Nova/CE
1694,2020/04/25,3144102,Muzambinho/MG
1695,2020/04/25,2922607,Nilo Peçanha/BA
1696,2020/04/25,2207009,Oeiras/PI
1697,2020/04/25,2705705,Olho d'Água das Flores/AL
1698,2020/04/25,2923209,Oliveira dos Brejinhos/BA
1699,2020/04/25,2408508,Ouro Branco/RN
1700,2020/04/25,2310258,Paraipaba/CE
1701,2020/04/25,3537206,Pedro de Toledo/SP
1702,2020/04/25,4212601,Peritiba/SC
1703,2020/04/25,3538204,Pinhalzinho/SP
1704,2020/04/25,3539103,Pirapora do Bom Jesus/SP
1705,2020/04/25,2208403,Piripiri/PI
1706,2020/04/25,4314779,Pontão/RS
1707,2020/04/25,2707305,Porto Calvo/AL
1708,2020/04/25,3541109,Presidente Alves/SP
1709,2020/04/25,4213906,Presidente Castello Branco/SC
1710,2020/04/25,2109106,Presidente Dutra/MA
1711,2020/04/25,3153202,Presidente Juscelino/MG
1712,2020/04/25,2209005,Rio Grande do Piauí/PI
1713,2020/04/25,3546207,Santa Cruz da Conceição/SP
1714,2020/04/25,5219308,Santa Helena de Goiás/GO
1715,2020/04/25,3548054,Santo Antônio do Aracanguá/SP
1716,2020/04/25,3548203,Santo Antônio do Pinhal/SP
1717,2020/04/25,4217501,Seara/SC
1718,2020/04/25,3552106,Socorro/SP
1719,2020/04/25,1303957,São Sebastião do Uatumã/AM
1720,2020/04/25,2708808,São Sebastião/AL
1721,2020/04/25,4320909,Tapejara/RS
1722,2020/04/25,4321667,Três Cachoeiras/RS
1723,2020/04/25,3554953,Tuiuti/SP
1724,2020/04/25,1304302,Urucará/AM
1725,2020/04/25,2211407,Várzea Grande/PI
1726,2020/04/26,1600105,Amapá/AP
1727,2020/04/26,3503406,Arealva/SP
1728,2020/04/26,2700409,Atalaia/AL
1729,2020/04/26,5202809,Avelinópolis/GO
1730,2020/04/26,1501105,Bagre/PA
1731,2020/04/26,1501576,Bom Jesus do Tocantins/PA
1732,2020/04/26,2102101,Brejo/MA
1733,2020/04/26,2202000,Buriti dos Lopes/PI
1734,2020/04/26,2102325,Buriticupu/MA
1735,2020/04/26,2905156,Caetanos/BA
1736,2020/04/26,3109907,Caetanópolis/MG
1737,2020/04/26,2905800,Camamu/BA
1738,2020/04/26,1100809,Candeias do Jamari/RO
1739,2020/04/26,2303204,Caririaçu/CE
1740,2020/04/26,2603926,Carnaubeira da Penha/PE
1741,2020/04/26,2604304,Cedro/PE
1742,2020/04/26,2103174,Centro Novo do Maranhão/MA
1743,2020/04/26,4305504,Ciríaco/RS
1744,2020/04/26,3301504,Cordeiro/RJ
1745,2020/04/26,4305900,Coronel Bicaco/RS
1746,2020/04/26,2801702,Cristinápolis/SE
1747,2020/04/26,4306106,Cruz Alta/RS
1748,2020/04/26,2203503,Elesbão Veloso/PI
1749,2020/04/26,2506004,Esperança/PB
1750,2020/04/26,2104057,Estreito/MA
1751,2020/04/26,3125309,Faria Lemos/MG
1752,2020/04/26,2606309,Granito/PE
1753,2020/04/26,1709302,Guaraí/TO
1754,2020/04/26,1301704,Humaitá/AM
1755,2020/04/26,3202603,Iconha/ES
1756,2020/04/26,1503309,Igarapé-Miri/PA
1757,2020/04/26,2606903,Iguaracy/PE
1758,2020/04/26,3130556,Imbé de Minas/MG
1759,2020/04/26,2306108,Irauçuba/CE
1760,2020/04/26,1503507,Irituia/PA
1761,2020/04/26,3133006,Itamonte/MG
1762,2020/04/26,2916104,Itaparica/BA
1763,2020/04/26,1302009,Itapiranga/AM
1764,2020/04/26,4208005,Itá/SC
1765,2020/04/26,2306801,Jaguaribara/CE
1766,2020/04/26,2608602,Lagoa do Ouro/PE
1767,2020/04/26,2919058,Lajedo do Tabocal/BA
1768,2020/04/26,2608800,Lajedo/PE
1769,2020/04/26,3203320,Marataízes/ES
1770,2020/04/26,4311908,Marcelino Ramos/RS
1771,2020/04/26,2307908,Martinópole/CE
1772,2020/04/26,2804003,Maruim/SE
1773,2020/04/26,2705101,Matriz de Camaragibe/AL
1774,2020/04/26,2308377,Miraíma/CE
1775,2020/04/26,1504604,Mocajuba/PA
1776,2020/04/26,5214606,Niquelândia/GO
1777,2020/04/26,1504950,Nova Esperança do Piriá/PA
1778,2020/04/26,2107407,Olho d'Água das Cunhãs/MA
1779,2020/04/26,2609709,Orobó/PE
1780,2020/04/26,2609907,Ouricuri/PE
1781,2020/04/26,4118303,Paranapoema/PR
1782,2020/04/26,4213401,Ponte Serrada/SC
1783,2020/04/26,3151701,Poço Fundo/MG
1784,2020/04/26,4316709,Santa Bárbara do Sul/RS
1785,2020/04/26,3304607,Santa Maria Madalena/RJ
1786,2020/04/26,1507201,São Domingos do Capim/PA
1787,2020/04/26,2209708,São Francisco do Piauí/PI
1788,2020/04/26,2613305,São Joaquim do Monte/PE
1789,2020/04/26,3305133,São José de Ubá/RJ
1790,2020/04/26,3164209,São Romão/MG
1791,2020/04/26,1600709,Tartarugalzinho/AP
1792,2020/04/26,2615201,Terra Nova/PE
1793,2020/04/26,4321956,Trindade do Sul/RS
