,date,geocode,cities
610,2020/07/14,3507159,Bom Sucesso de Itararé/SP
611,2020/07/14,3525409,Jeriquara/SP
612,2020/07/14,3533205,Nova Independência/SP
613,2020/07/19,3532843,Nova Canaã Paulista/SP
614,2020/07/25,3526308,Lagoinha/SP
615,2020/07/27,3513306,Cruzália/SP
616,2020/08/01,3549607,São José do Barreiro/SP
617,2020/08/07,3516101,Florínea/SP
618,2020/08/13,3503356,Arco-Íris/SP
619,2020/08/19,3543105,Ribeirão Corrente/SP
