,covid_cases_geocode,geocode_by_degree,correspondence_by_degree,geocode_by_betweenness,correspondence_by_betweenness,geocode_by_strength,correspondence_by_strength,geocode_by_betweenness_w,correspondence_by_betweenness_w
0,1100205.0,1302603.0,0.0,1302603.0,0.0,1200351.0,0.0,1302603.0,0.0
1,1200203.0,1501402.0,0.0,1501402.0,0.0,3550308.0,0.0,1501808.0,0.0
2,1200351.0,1501808.0,0.0,1304104.0,0.0,3106200.0,0.3333333333333333,1304104.0,0.0
3,1200393.0,1200351.0,0.25,1302405.0,0.0,4314902.0,0.25,1300904.0,0.0
4,1300029.0,1301902.0,0.2,1501808.0,0.0,1302405.0,0.2,1500305.0,0.0
5,1300060.0,1506807.0,0.16666666666666666,1300086.0,0.0,2611606.0,0.16666666666666666,1301001.0,0.0
6,1300086.0,1303403.0,0.14285714285714285,1506807.0,0.14285714285714285,4106902.0,0.14285714285714285,1501402.0,0.0
7,1300102.0,1301308.0,0.125,1301902.0,0.125,1501402.0,0.125,1300631.0,0.0
8,1300300.0,1304203.0,0.1111111111111111,1301308.0,0.1111111111111111,1302603.0,0.1111111111111111,1302405.0,0.0
9,1300409.0,1500503.0,0.1,1300300.0,0.2,3205002.0,0.1,1301902.0,0.0
10,1300508.0,1503101.0,0.09090909090909091,1200351.0,0.2727272727272727,4108304.0,0.09090909090909091,1300086.0,0.09090909090909091
11,1300607.0,1506005.0,0.08333333333333333,1300060.0,0.3333333333333333,2304400.0,0.08333333333333333,1301308.0,0.08333333333333333
12,1300631.0,1301209.0,0.07692307692307693,1300102.0,0.38461538461538464,4209102.0,0.07692307692307693,1303403.0,0.15384615384615385
13,1300680.0,1504802.0,0.07142857142857142,1301001.0,0.35714285714285715,1600303.0,0.07142857142857142,1301704.0,0.14285714285714285
14,1300805.0,1505106.0,0.06666666666666667,1300680.0,0.4,2408102.0,0.06666666666666667,1301209.0,0.13333333333333333
15,1300839.0,1503903.0,0.0625,1500305.0,0.375,4205407.0,0.0625,1508357.0,0.125
16,1300904.0,1600600.0,0.058823529411764705,1303403.0,0.35294117647058826,1300300.0,0.11764705882352941,1600808.0,0.17647058823529413
17,1301001.0,1300060.0,0.1111111111111111,1500503.0,0.3888888888888889,1200401.0,0.1111111111111111,1300300.0,0.2777777777777778
18,1301159.0,1300086.0,0.15789473684210525,1503101.0,0.3684210526315789,1300086.0,0.15789473684210525,1200351.0,0.3157894736842105
19,1301209.0,1302405.0,0.2,1506005.0,0.35,1100205.0,0.2,1504000.0,0.35
20,1301308.0,1300607.0,0.2857142857142857,1600600.0,0.38095238095238093,2507507.0,0.19047619047619047,1600600.0,0.38095238095238093
21,1301605.0,1301605.0,0.3181818181818182,1502103.0,0.36363636363636365,2704302.0,0.18181818181818182,1506807.0,0.36363636363636365
22,1301704.0,1302306.0,0.30434782608695654,1304302.0,0.34782608695652173,4208203.0,0.17391304347826086,1300060.0,0.43478260869565216
23,1301803.0,1303700.0,0.2916666666666667,1500107.0,0.3333333333333333,2800308.0,0.16666666666666666,1300102.0,0.4583333333333333
24,1301852.0,1303908.0,0.28,1100205.0,0.36,1506807.0,0.16,1300680.0,0.48
25,1301902.0,1304062.0,0.3076923076923077,1300029.0,0.4230769230769231,4305108.0,0.15384615384615385,1500107.0,0.5
26,1302009.0,1304237.0,0.2962962962962963,1302108.0,0.4074074074074074,1301308.0,0.18518518518518517,1504604.0,0.48148148148148145
27,1302108.0,1600808.0,0.2857142857142857,1504901.0,0.42857142857142855,3304557.0,0.17857142857142858,1507805.0,0.4642857142857143
28,1302207.0,1505908.0,0.27586206896551724,1504000.0,0.41379310344827586,5208707.0,0.1724137931034483,1501303.0,0.4482758620689655
29,1302306.0,1507805.0,0.3,1504604.0,0.4,3136702.0,0.16666666666666666,1500404.0,0.43333333333333335
30,1302405.0,1507979.0,0.3225806451612903,1200203.0,0.45161290322580644,5003702.0,0.1935483870967742,1503002.0,0.45161290322580644
31,1302504.0,1508357.0,0.3125,1507805.0,0.4375,3300704.0,0.1875,1501204.0,0.4375
32,1302553.0,1600279.0,0.30303030303030304,1508357.0,0.42424242424242425,1100122.0,0.18181818181818182,1100205.0,0.45454545454545453
33,1302603.0,1500305.0,0.3235294117647059,1300631.0,0.47058823529411764,3543402.0,0.20588235294117646,1300029.0,0.5
34,1302702.0,1501303.0,0.3142857142857143,1504802.0,0.45714285714285713,1100049.0,0.2,1302108.0,0.5142857142857142
35,1302801.0,1502806.0,0.3055555555555556,1200393.0,0.4722222222222222,1501808.0,0.19444444444444445,1302504.0,0.5277777777777778
36,1302900.0,1503002.0,0.2972972972972973,1304203.0,0.4594594594594595,2933307.0,0.1891891891891892,1304302.0,0.5135135135135135
37,1303007.0,1600303.0,0.2894736842105263,1500404.0,0.4473684210526316,2307254.0,0.18421052631578946,1600279.0,0.5
38,1303106.0,1100205.0,0.3076923076923077,1600303.0,0.4358974358974359,5107602.0,0.1794871794871795,1200203.0,0.5128205128205128
39,1303205.0,1300805.0,0.325,1505106.0,0.425,1100304.0,0.175,1501105.0,0.5
40,1303304.0,1301001.0,0.34146341463414637,1507979.0,0.4146341463414634,5218805.0,0.17073170731707318,1600303.0,0.4878048780487805
41,1303403.0,1303106.0,0.38095238095238093,1503002.0,0.42857142857142855,1702109.0,0.16666666666666666,1200393.0,0.5238095238095238
42,1303601.0,1500404.0,0.37209302325581395,1301209.0,0.4418604651162791,2408003.0,0.16279069767441862,1502806.0,0.5116279069767442
43,1303700.0,1505304.0,0.38636363636363635,1503903.0,0.4318181818181818,2913606.0,0.1590909090909091,1300805.0,0.5227272727272727
44,1303809.0,1300029.0,0.4,1501303.0,0.4222222222222222,2903201.0,0.15555555555555556,1507706.0,0.5111111111111111
45,1303908.0,1300102.0,0.43478260869565216,1302504.0,0.43478260869565216,2931350.0,0.15217391304347827,1302207.0,0.5217391304347826
46,1303957.0,1300300.0,0.44680851063829785,1300805.0,0.44680851063829785,1300102.0,0.1702127659574468,1304401.0,0.5106382978723404
47,1304062.0,1300631.0,0.4791666666666667,1600808.0,0.4375,4209300.0,0.16666666666666666,2105005.0,0.5
48,1304104.0,1300680.0,0.4897959183673469,1502806.0,0.4489795918367347,5003207.0,0.16326530612244897,2111201.0,0.5102040816326531
49,1304203.0,1301704.0,0.52,1505908.0,0.46,5008305.0,0.16,2105302.0,0.5
50,1304237.0,1302504.0,0.5490196078431373,1303106.0,0.47058823529411764,1501600.0,0.1568627450980392,2927408.0,0.49019607843137253
51,1304260.0,1302702.0,0.5576923076923077,1505205.0,0.46153846153846156,3302403.0,0.15384615384615385,1300409.0,0.5
52,1304302.0,1303304.0,0.5660377358490566,1600279.0,0.4716981132075472,5103403.0,0.1509433962264151,1300508.0,0.5283018867924528
53,1304401.0,1304302.0,0.5740740740740741,2105005.0,0.46296296296296297,5204508.0,0.14814814814814814,1300607.0,0.5555555555555556
54,1500107.0,1502103.0,0.5636363636363636,2111201.0,0.4727272727272727,2924009.0,0.14545454545454545,1300839.0,0.5818181818181818
55,1500206.0,1505809.0,0.5535714285714286,1507706.0,0.4642857142857143,1500305.0,0.14285714285714285,1301159.0,0.5892857142857143
56,1500305.0,1302207.0,0.5789473684210527,1505809.0,0.47368421052631576,3170206.0,0.15789473684210525,1301605.0,0.6140350877192983
57,1500404.0,1303007.0,0.603448275862069,1502509.0,0.4827586206896552,3549904.0,0.15517241379310345,1301803.0,0.6379310344827587
58,1500503.0,1304260.0,0.6271186440677966,2105302.0,0.4915254237288136,2605459.0,0.15254237288135594,1301852.0,0.6440677966101694
59,1500602.0,1501105.0,0.6166666666666667,2927408.0,0.48333333333333334,1300060.0,0.16666666666666666,1302009.0,0.65
60,1500701.0,1504505.0,0.6065573770491803,1501105.0,0.47540983606557374,1302108.0,0.18032786885245902,1302306.0,0.6557377049180327
61,1501006.0,1505205.0,0.5967741935483871,1504505.0,0.46774193548387094,4314100.0,0.1774193548387097,1302553.0,0.6612903225806451
62,1501105.0,1507706.0,0.6031746031746031,1300409.0,0.49206349206349204,2908309.0,0.1746031746031746,1302702.0,0.6825396825396826
63,1501204.0,1200203.0,0.609375,1300508.0,0.5,2207702.0,0.171875,1302801.0,0.703125
64,1501303.0,1300508.0,0.6307692307692307,1300607.0,0.5230769230769231,2910800.0,0.16923076923076924,1302900.0,0.7230769230769231
65,1501402.0,1302009.0,0.6515151515151515,1300839.0,0.5454545454545454,1505304.0,0.18181818181818182,1303007.0,0.7424242424242424
66,1501808.0,1302108.0,0.6716417910447762,1300904.0,0.5671641791044776,1721000.0,0.19402985074626866,1303106.0,0.7611940298507462
67,1502004.0,1303957.0,0.6764705882352942,1301159.0,0.5735294117647058,2211001.0,0.19117647058823528,1303205.0,0.7647058823529411
68,1502103.0,1304104.0,0.6956521739130435,1301605.0,0.5942028985507246,2927408.0,0.18840579710144928,1303304.0,0.7681159420289855
69,1502509.0,1500701.0,0.7,1301704.0,0.6142857142857143,1505536.0,0.18571428571428572,1303601.0,0.7714285714285715
70,1502806.0,1502509.0,0.7183098591549296,1301803.0,0.6338028169014085,3506003.0,0.18309859154929578,1303700.0,0.7887323943661971
71,1502855.0,1504604.0,0.7083333333333334,1301852.0,0.6388888888888888,2925303.0,0.18055555555555555,1303809.0,0.7916666666666666
72,1503002.0,1200393.0,0.726027397260274,1302009.0,0.6575342465753424,4109401.0,0.1780821917808219,1303908.0,0.8082191780821918
73,1503101.0,1300409.0,0.7432432432432432,1302207.0,0.6756756756756757,2933208.0,0.17567567567567569,1303957.0,0.8108108108108109
74,1503606.0,1300839.0,0.7466666666666667,1302306.0,0.68,1501303.0,0.18666666666666668,1304062.0,0.8133333333333334
75,1503903.0,1302801.0,0.7631578947368421,1302553.0,0.6973684210526315,4315602.0,0.18421052631578946,1304203.0,0.8157894736842105
76,1504000.0,1303601.0,0.7662337662337663,1302702.0,0.7142857142857143,4318507.0,0.18181818181818182,1304237.0,0.8311688311688312
77,1504208.0,1303809.0,0.7692307692307693,1302801.0,0.717948717948718,1301159.0,0.19230769230769232,1304260.0,0.8333333333333334
78,1504505.0,1304401.0,0.7848101265822784,1302900.0,0.7341772151898734,1304203.0,0.20253164556962025,1500206.0,0.8354430379746836
79,1504604.0,1500107.0,0.8,1303007.0,0.75,2701506.0,0.2,1500503.0,0.85
80,1504802.0,1501204.0,0.8148148148148148,1303205.0,0.7654320987654321,1505106.0,0.19753086419753085,1500602.0,0.8518518518518519
81,1504901.0,1504000.0,0.8170731707317073,1303304.0,0.7804878048780488,1200393.0,0.2073170731707317,1500701.0,0.8536585365853658
82,1505106.0,1504901.0,0.8313253012048193,1303601.0,0.7951807228915663,5101803.0,0.21686746987951808,1501006.0,0.8554216867469879
83,1505205.0,1508100.0,0.8333333333333334,1303700.0,0.8095238095238095,1506005.0,0.21428571428571427,1502004.0,0.8571428571428571
84,1505304.0,1300904.0,0.8470588235294118,1303809.0,0.8117647058823529,1300029.0,0.23529411764705882,1502103.0,0.8588235294117647
85,1505700.0,1302553.0,0.8488372093023255,1303908.0,0.813953488372093,1503903.0,0.2441860465116279,1502509.0,0.8604651162790697
86,1505809.0,1302900.0,0.8620689655172413,1303957.0,0.8275862068965517,1304062.0,0.25287356321839083,1502855.0,0.8620689655172413
87,1505908.0,1501006.0,0.875,1304062.0,0.8409090909090909,1300607.0,0.26136363636363635,1503101.0,0.8636363636363636
88,1506005.0,1502004.0,0.8876404494382022,1304237.0,0.8539325842696629,1303403.0,0.2808988764044944,1503606.0,0.8651685393258427
89,1506302.0,1502855.0,0.8888888888888888,1304260.0,0.8555555555555555,1505809.0,0.28888888888888886,1503903.0,0.8666666666666667
90,1506401.0,1503606.0,0.8901098901098901,1304401.0,0.8571428571428571,1504802.0,0.2967032967032967,1504208.0,0.8681318681318682
91,1506807.0,1506401.0,0.9021739130434783,1500206.0,0.8695652173913043,1301902.0,0.31521739130434784,1504505.0,0.8804347826086957
92,1507706.0,1508084.0,0.9032258064516129,1500602.0,0.8817204301075269,1500503.0,0.3225806451612903,1504802.0,0.8924731182795699
93,1507805.0,2105005.0,0.9042553191489362,1500701.0,0.8936170212765957,1301209.0,0.32978723404255317,1504901.0,0.9042553191489362
94,1507904.0,2105302.0,0.8947368421052632,1501006.0,0.8947368421052632,1302306.0,0.3368421052631579,1505106.0,0.9052631578947369
95,1507979.0,2111201.0,0.8958333333333334,1501204.0,0.90625,1301605.0,0.34375,1505205.0,0.90625
96,1508084.0,2927408.0,0.8969072164948454,1502004.0,0.9072164948453608,1504505.0,0.35051546391752575,1505304.0,0.9072164948453608
97,1508100.0,1301159.0,0.9081632653061225,1502855.0,0.9081632653061225,1301001.0,0.35714285714285715,1505700.0,0.9081632653061225
98,1508308.0,1301803.0,0.9090909090909091,1503606.0,0.9090909090909091,1302504.0,0.36363636363636365,1505809.0,0.9090909090909091
99,1508357.0,1301852.0,0.92,1504208.0,0.92,1300680.0,0.37,1505908.0,0.92
100,1600279.0,1303205.0,0.9306930693069307,1505304.0,0.9306930693069307,1303106.0,0.37623762376237624,1506005.0,0.9306930693069307
101,1600303.0,1500206.0,0.9411764705882353,1505700.0,0.9411764705882353,2916104.0,0.38235294117647056,1506302.0,0.9411764705882353
102,1600600.0,1500602.0,0.9514563106796117,1506302.0,0.9514563106796117,1300805.0,0.3883495145631068,1506401.0,0.9514563106796117
103,1600808.0,1504208.0,0.9615384615384616,1506401.0,0.9615384615384616,1304302.0,0.3942307692307692,1507904.0,0.9615384615384616
104,1710706.0,1505700.0,0.9619047619047619,1507904.0,0.9619047619047619,1503101.0,0.4,1507979.0,0.9619047619047619
105,2100204.0,1506302.0,0.9622641509433962,1508084.0,0.9622641509433962,1302702.0,0.4056603773584906,1508084.0,0.9622641509433962
106,2102903.0,1507904.0,0.9626168224299065,1508100.0,0.9626168224299065,1303908.0,0.411214953271028,1508100.0,0.9626168224299065
107,2105005.0,1508308.0,0.9722222222222222,1508308.0,0.9722222222222222,1303700.0,0.4166666666666667,1508308.0,0.9722222222222222
108,2105104.0,1710706.0,0.9724770642201835,1710706.0,0.9724770642201835,1304237.0,0.42201834862385323,1710706.0,0.9724770642201835
109,2105302.0,2100204.0,0.9818181818181818,2100204.0,0.9818181818181818,2707503.0,0.41818181818181815,2100204.0,0.9818181818181818
110,2109403.0,2102903.0,0.9819819819819819,2102903.0,0.9819819819819819,2805703.0,0.4144144144144144,2102903.0,0.9819819819819819
111,2111201.0,2105104.0,0.9910714285714286,2105104.0,0.9910714285714286,2303501.0,0.4107142857142857,2105104.0,0.9910714285714286
112,2111300.0,2109403.0,0.9911504424778761,2109403.0,0.9911504424778761,1303304.0,0.415929203539823,2109403.0,0.9911504424778761
113,2401107.0,2111300.0,0.9912280701754386,2111300.0,0.9912280701754386,1600600.0,0.42105263157894735,2111300.0,0.9912280701754386
114,2404408.0,2401107.0,0.991304347826087,2401107.0,0.991304347826087,4208807.0,0.41739130434782606,2401107.0,0.991304347826087
115,2706703.0,2404408.0,0.9913793103448276,2404408.0,0.9913793103448276,1400100.0,0.41379310344827586,2404408.0,0.9913793103448276
116,2706802.0,2706703.0,0.9914529914529915,2706703.0,0.9914529914529915,1501006.0,0.4188034188034188,2706703.0,0.9914529914529915
117,2707503.0,2706802.0,0.9915254237288136,2706802.0,0.9915254237288136,1303957.0,0.4322033898305085,2706802.0,0.9915254237288136
118,2709202.0,2707503.0,0.9915966386554622,2707503.0,0.9915966386554622,3143302.0,0.42857142857142855,2707503.0,0.9915966386554622
119,2800704.0,2709202.0,0.9916666666666667,2709202.0,0.9916666666666667,1300631.0,0.43333333333333335,2709202.0,0.9916666666666667
120,2802403.0,2800704.0,0.9917355371900827,2800704.0,0.9917355371900827,1302009.0,0.4380165289256198,2800704.0,0.9917355371900827
121,2805703.0,2802403.0,0.9918032786885246,2802403.0,0.9918032786885246,1505908.0,0.45081967213114754,2802403.0,0.9918032786885246
122,2806404.0,2805703.0,0.991869918699187,2805703.0,0.991869918699187,1503606.0,0.45528455284552843,2805703.0,0.991869918699187
123,2916104.0,2806404.0,0.9919354838709677,2806404.0,0.9919354838709677,1502103.0,0.46774193548387094,2806404.0,0.9919354838709677
124,2924405.0,2916104.0,0.992,2916104.0,0.992,1502806.0,0.472,2916104.0,0.992
125,2926004.0,2924405.0,0.9920634920634921,2924405.0,0.9920634920634921,1302553.0,0.47619047619047616,2924405.0,0.9920634920634921
126,2927408.0,2926004.0,1.0,2926004.0,1.0,2706703.0,0.4881889763779528,2926004.0,1.0
127,2930204.0,2930204.0,1.0,2930204.0,1.0,2806404.0,0.4921875,2930204.0,1.0
128,2933208.0,2933208.0,1.0,2933208.0,1.0,1507979.0,0.5038759689922481,2933208.0,1.0
129,2933604.0,2933604.0,1.0,2933604.0,1.0,1600279.0,0.5076923076923077,2933604.0,1.0
130,3300100.0,3300100.0,1.0,3300100.0,1.0,1600808.0,0.5114503816793893,3300100.0,1.0
131,3302601.0,3302601.0,1.0,3302601.0,1.0,1300508.0,0.5151515151515151,3302601.0,1.0
132,4109500.0,4109500.0,1.0,4109500.0,1.0,1500404.0,0.518796992481203,4109500.0,1.0
133,4118204.0,4118204.0,1.0,4118204.0,1.0,2706802.0,0.5223880597014925,4118204.0,1.0
134,4207205.0,4207205.0,1.0,4207205.0,1.0,2800704.0,0.5259259259259259,4207205.0,1.0
135,4208401.0,4208401.0,1.0,4208401.0,1.0,4113700.0,0.5220588235294118,4208401.0,1.0
136,4209409.0,4209409.0,1.0,4209409.0,1.0,3541406.0,0.5182481751824818,4209409.0,1.0
137,4314498.0,4314498.0,1.0,4314498.0,1.0,1300839.0,0.5217391304347826,4314498.0,1.0
138,4315602.0,4315602.0,1.0,4315602.0,1.0,2919306.0,0.5251798561151079,4315602.0,1.0
139,4318507.0,4318507.0,1.0,4318507.0,1.0,4115200.0,0.5285714285714286,4318507.0,1.0
140,5107925.0,5107925.0,1.0,5107925.0,1.0,1507706.0,0.5319148936170213,5107925.0,1.0
141,5300108.0,5300108.0,1.0,5300108.0,1.0,1301704.0,0.5352112676056338,5300108.0,1.0
142,4119905.0,4119905.0,1.0,4119905.0,1.0,1503002.0,0.5384615384615384,4119905.0,1.0
143,3506003.0,3506003.0,1.0,3506003.0,1.0,1502004.0,0.5486111111111112,3506003.0,1.0
144,2925303.0,2925303.0,1.0,2925303.0,1.0,1304260.0,0.5586206896551724,2925303.0,1.0
145,5107909.0,5107909.0,1.0,5107909.0,1.0,2401107.0,0.5616438356164384,5107909.0,1.0
146,3304557.0,3304557.0,1.0,3304557.0,1.0,2404408.0,0.5714285714285714,3304557.0,1.0
147,5208707.0,5208707.0,1.0,5208707.0,1.0,1506302.0,0.581081081081081,5208707.0,1.0
148,2800308.0,2800308.0,1.0,2800308.0,1.0,1505205.0,0.5906040268456376,2800308.0,1.0
149,3106200.0,3106200.0,1.0,3106200.0,1.0,1304401.0,0.6,3106200.0,1.0
150,4106902.0,4106902.0,1.0,4106902.0,1.0,1506401.0,0.609271523178808,4106902.0,1.0
151,2701506.0,2701506.0,1.0,2701506.0,1.0,1504604.0,0.618421052631579,2701506.0,1.0
152,1505536.0,1505536.0,1.0,1505536.0,1.0,1300409.0,0.6274509803921569,1505536.0,1.0
153,4314902.0,4314902.0,1.0,4314902.0,1.0,1507805.0,0.6363636363636364,4314902.0,1.0
154,5103403.0,5103403.0,1.0,5103403.0,1.0,1504901.0,0.6451612903225806,5103403.0,1.0
155,4108304.0,4108304.0,1.0,4108304.0,1.0,4207205.0,0.6538461538461539,4108304.0,1.0
156,4205407.0,4205407.0,1.0,4205407.0,1.0,4209409.0,0.6624203821656051,4205407.0,1.0
157,2304400.0,2304400.0,1.0,2304400.0,1.0,1508357.0,0.6708860759493671,2304400.0,1.0
158,3550308.0,3550308.0,1.0,3550308.0,1.0,1303601.0,0.6792452830188679,3550308.0,1.0
159,2913606.0,2913606.0,1.0,2913606.0,1.0,1303809.0,0.6875,2913606.0,1.0
160,2507507.0,2507507.0,1.0,2507507.0,1.0,1502855.0,0.6956521739130435,2507507.0,1.0
161,3143302.0,3143302.0,1.0,3143302.0,1.0,1501105.0,0.7037037037037037,3143302.0,1.0
162,2704302.0,2704302.0,1.0,2704302.0,1.0,2105005.0,0.7116564417177914,2704302.0,1.0
163,4208203.0,4208203.0,1.0,4208203.0,1.0,2504009.0,0.7134146341463414,4208203.0,1.0
164,2408102.0,2408102.0,1.0,2408102.0,1.0,3300100.0,0.7212121212121212,2408102.0,1.0
